Income_Group,Income_Type,Population_Type,Description,Income_Measure,Value_Type,Value,Population
$220k-$240k,Income Bands,Household,With children,Taxable Income,Accommodation Supplement,1000,30000
$240k-$260k,Income Bands,Household,With children,Taxable Income,Accommodation Supplement,0,23000
$260k-$280k,Income Bands,Household,With children,Taxable Income,Accommodation Supplement,0,20000
$280k-$300k,Income Bands,Household,With children,Taxable Income,Accommodation Supplement,0,14000
Above $300k,Income Bands,Household,With children,Taxable Income,Accommodation Supplement,0,71000
Below $0,Income Bands,Household,With children,Taxable Income,WEP,S,S
$0-$20k,Income Bands,Household,With children,Taxable Income,WEP,0,10000
$20k-$40k,Income Bands,Household,With children,Taxable Income,WEP,1000,61000
$40k-$60k,Income Bands,Household,With children,Taxable Income,WEP,0,47000
$60k-$80k,Income Bands,Household,With children,Taxable Income,WEP,0,41000
$80k-$100k,Income Bands,Household,With children,Taxable Income,WEP,0,41000
$100k-$120k,Income Bands,Household,With children,Taxable Income,WEP,0,47000
$120k-$140k,Income Bands,Household,With children,Taxable Income,WEP,0,48000
$140k-$160k,Income Bands,Household,With children,Taxable Income,WEP,0,51000
$160k-$180k,Income Bands,Household,With children,Taxable Income,WEP,0,38000
$180k-$200k,Income Bands,Household,With children,Taxable Income,WEP,0,42000
$200k-$220k,Income Bands,Household,With children,Taxable Income,WEP,0,38000
$220k-$240k,Income Bands,Household,With children,Taxable Income,WEP,0,30000
$240k-$260k,Income Bands,Household,With children,Taxable Income,WEP,0,23000
$260k-$280k,Income Bands,Household,With children,Taxable Income,WEP,0,20000
$280k-$300k,Income Bands,Household,With children,Taxable Income,WEP,0,14000
Above $300k,Income Bands,Household,With children,Taxable Income,WEP,0,71000
Below $0,Income Bands,Household,With children,Taxable Income,Housing Costs,S,S
$0-$20k,Income Bands,Household,With children,Taxable Income,Housing Costs,25000,10000
$20k-$40k,Income Bands,Household,With children,Taxable Income,Housing Costs,24000,61000
$40k-$60k,Income Bands,Household,With children,Taxable Income,Housing Costs,25000,47000
$60k-$80k,Income Bands,Household,With children,Taxable Income,Housing Costs,26000,41000
$80k-$100k,Income Bands,Household,With children,Taxable Income,Housing Costs,28000,41000
$100k-$120k,Income Bands,Household,With children,Taxable Income,Housing Costs,27000,47000
$120k-$140k,Income Bands,Household,With children,Taxable Income,Housing Costs,30000,48000
$140k-$160k,Income Bands,Household,With children,Taxable Income,Housing Costs,29000,51000
$160k-$180k,Income Bands,Household,With children,Taxable Income,Housing Costs,33000,38000
$180k-$200k,Income Bands,Household,With children,Taxable Income,Housing Costs,32000,42000
$200k-$220k,Income Bands,Household,With children,Taxable Income,Housing Costs,34000,38000
$220k-$240k,Income Bands,Household,With children,Taxable Income,Housing Costs,36000,30000
$240k-$260k,Income Bands,Household,With children,Taxable Income,Housing Costs,39000,23000
$260k-$280k,Income Bands,Household,With children,Taxable Income,Housing Costs,40000,20000
$280k-$300k,Income Bands,Household,With children,Taxable Income,Housing Costs,45000,14000
Above $300k,Income Bands,Household,With children,Taxable Income,Housing Costs,46000,71000
Below $0,Income Bands,Household,Without children,Taxable Income,Taxable Income,0,10000
$0-$20k,Income Bands,Household,Without children,Taxable Income,Taxable Income,9000,26000
$20k-$40k,Income Bands,Household,Without children,Taxable Income,Taxable Income,32000,247000
$40k-$60k,Income Bands,Household,Without children,Taxable Income,Taxable Income,51000,204000
$60k-$80k,Income Bands,Household,Without children,Taxable Income,Taxable Income,69000,142000
$80k-$100k,Income Bands,Household,Without children,Taxable Income,Taxable Income,90000,123000
$100k-$120k,Income Bands,Household,Without children,Taxable Income,Taxable Income,110000,101000
$120k-$140k,Income Bands,Household,Without children,Taxable Income,Taxable Income,130000,87000
$140k-$160k,Income Bands,Household,Without children,Taxable Income,Taxable Income,150000,79000
$160k-$180k,Income Bands,Household,Without children,Taxable Income,Taxable Income,170000,74000
$180k-$200k,Income Bands,Household,Without children,Taxable Income,Taxable Income,190000,59000
$200k-$220k,Income Bands,Household,Without children,Taxable Income,Taxable Income,210000,52000
$220k-$240k,Income Bands,Household,Without children,Taxable Income,Taxable Income,230000,43000
$240k-$260k,Income Bands,Household,Without children,Taxable Income,Taxable Income,250000,35000
$260k-$280k,Income Bands,Household,Without children,Taxable Income,Taxable Income,269000,28000
$280k-$300k,Income Bands,Household,Without children,Taxable Income,Taxable Income,290000,24000
Above $300k,Income Bands,Household,Without children,Taxable Income,Taxable Income,411000,86000
Below $0,Income Bands,Household,Without children,Taxable Income,Wage/Salary Income,0,10000
$0-$20k,Income Bands,Household,Without children,Taxable Income,Wage/Salary Income,4000,26000
$20k-$40k,Income Bands,Household,Without children,Taxable Income,Wage/Salary Income,2000,247000
$40k-$60k,Income Bands,Household,Without children,Taxable Income,Wage/Salary Income,9000,204000
$60k-$80k,Income Bands,Household,Without children,Taxable Income,Wage/Salary Income,32000,142000
$80k-$100k,Income Bands,Household,Without children,Taxable Income,Wage/Salary Income,57000,123000
$100k-$120k,Income Bands,Household,Without children,Taxable Income,Wage/Salary Income,75000,101000
$120k-$140k,Income Bands,Household,Without children,Taxable Income,Wage/Salary Income,98000,87000
$140k-$160k,Income Bands,Household,Without children,Taxable Income,Wage/Salary Income,114000,79000
$160k-$180k,Income Bands,Household,Without children,Taxable Income,Wage/Salary Income,134000,74000
$180k-$200k,Income Bands,Household,Without children,Taxable Income,Wage/Salary Income,154000,59000
$200k-$220k,Income Bands,Household,Without children,Taxable Income,Wage/Salary Income,171000,52000
$220k-$240k,Income Bands,Household,Without children,Taxable Income,Wage/Salary Income,191000,43000
$240k-$260k,Income Bands,Household,Without children,Taxable Income,Wage/Salary Income,205000,35000
$260k-$280k,Income Bands,Household,Without children,Taxable Income,Wage/Salary Income,215000,28000
$280k-$300k,Income Bands,Household,Without children,Taxable Income,Wage/Salary Income,225000,24000
Above $300k,Income Bands,Household,Without children,Taxable Income,Wage/Salary Income,295000,86000
Below $0,Income Bands,Household,Without children,Taxable Income,Income Tax,0,10000
$0-$20k,Income Bands,Household,Without children,Taxable Income,Income Tax,1000,26000
$20k-$40k,Income Bands,Household,Without children,Taxable Income,Income Tax,4000,247000
$40k-$60k,Income Bands,Household,Without children,Taxable Income,Income Tax,7000,204000
$60k-$80k,Income Bands,Household,Without children,Taxable Income,Income Tax,11000,142000
$80k-$100k,Income Bands,Household,Without children,Taxable Income,Income Tax,17000,123000
$100k-$120k,Income Bands,Household,Without children,Taxable Income,Income Tax,21000,101000
$120k-$140k,Income Bands,Household,Without children,Taxable Income,Income Tax,26000,87000
$140k-$160k,Income Bands,Household,Without children,Taxable Income,Income Tax,31000,79000
$160k-$180k,Income Bands,Household,Without children,Taxable Income,Income Tax,36000,74000
$180k-$200k,Income Bands,Household,Without children,Taxable Income,Income Tax,42000,59000
$200k-$220k,Income Bands,Household,Without children,Taxable Income,Income Tax,47000,52000
$220k-$240k,Income Bands,Household,Without children,Taxable Income,Income Tax,53000,43000
$240k-$260k,Income Bands,Household,Without children,Taxable Income,Income Tax,60000,35000
$260k-$280k,Income Bands,Household,Without children,Taxable Income,Income Tax,64000,28000
$280k-$300k,Income Bands,Household,Without children,Taxable Income,Income Tax,72000,24000
Above $300k,Income Bands,Household,Without children,Taxable Income,Income Tax,114000,86000
Below $0,Income Bands,Household,Without children,Taxable Income,ACC Levy,0,10000
$0-$20k,Income Bands,Household,Without children,Taxable Income,ACC Levy,0,26000
$20k-$40k,Income Bands,Household,Without children,Taxable Income,ACC Levy,0,247000
$40k-$60k,Income Bands,Household,Without children,Taxable Income,ACC Levy,0,204000
$60k-$80k,Income Bands,Household,Without children,Taxable Income,ACC Levy,1000,142000
$80k-$100k,Income Bands,Household,Without children,Taxable Income,ACC Levy,1000,123000
$100k-$120k,Income Bands,Household,Without children,Taxable Income,ACC Levy,1000,101000
$120k-$140k,Income Bands,Household,Without children,Taxable Income,ACC Levy,2000,87000
$140k-$160k,Income Bands,Household,Without children,Taxable Income,ACC Levy,2000,79000
$160k-$180k,Income Bands,Household,Without children,Taxable Income,ACC Levy,3000,74000
$180k-$200k,Income Bands,Household,Without children,Taxable Income,ACC Levy,3000,59000
$200k-$220k,Income Bands,Household,Without children,Taxable Income,ACC Levy,3000,52000
$220k-$240k,Income Bands,Household,Without children,Taxable Income,ACC Levy,4000,43000
$240k-$260k,Income Bands,Household,Without children,Taxable Income,ACC Levy,4000,35000
$260k-$280k,Income Bands,Household,Without children,Taxable Income,ACC Levy,4000,28000
$280k-$300k,Income Bands,Household,Without children,Taxable Income,ACC Levy,4000,24000
Above $300k,Income Bands,Household,Without children,Taxable Income,ACC Levy,5000,86000
Below $0,Income Bands,Household,Without children,Taxable Income,Core Benefits,0,10000
$0-$20k,Income Bands,Household,Without children,Taxable Income,Core Benefits,1000,26000
$20k-$40k,Income Bands,Household,Without children,Taxable Income,Core Benefits,6000,247000
$40k-$60k,Income Bands,Household,Without children,Taxable Income,Core Benefits,4000,204000
$60k-$80k,Income Bands,Household,Without children,Taxable Income,Core Benefits,3000,142000
$80k-$100k,Income Bands,Household,Without children,Taxable Income,Core Benefits,3000,123000
$100k-$120k,Income Bands,Household,Without children,Taxable Income,Core Benefits,3000,101000
$120k-$140k,Income Bands,Household,Without children,Taxable Income,Core Benefits,3000,87000
$140k-$160k,Income Bands,Household,Without children,Taxable Income,Core Benefits,2000,79000
$160k-$180k,Income Bands,Household,Without children,Taxable Income,Core Benefits,2000,74000
$180k-$200k,Income Bands,Household,Without children,Taxable Income,Core Benefits,2000,59000
$200k-$220k,Income Bands,Household,Without children,Taxable Income,Core Benefits,2000,52000
$220k-$240k,Income Bands,Household,Without children,Taxable Income,Core Benefits,2000,43000
$240k-$260k,Income Bands,Household,Without children,Taxable Income,Core Benefits,1000,35000
$260k-$280k,Income Bands,Household,Without children,Taxable Income,Core Benefits,3000,28000
$280k-$300k,Income Bands,Household,Without children,Taxable Income,Core Benefits,2000,24000
Above $300k,Income Bands,Household,Without children,Taxable Income,Core Benefits,2000,86000
Below $0,Income Bands,Household,Without children,Taxable Income,Self-Employment Income,-10000,10000
$0-$20k,Income Bands,Household,Without children,Taxable Income,Self-Employment Income,-1000,26000
$20k-$40k,Income Bands,Household,Without children,Taxable Income,Self-Employment Income,1000,247000
$40k-$60k,Income Bands,Household,Without children,Taxable Income,Self-Employment Income,2000,204000
$60k-$80k,Income Bands,Household,Without children,Taxable Income,Self-Employment Income,4000,142000
$80k-$100k,Income Bands,Household,Without children,Taxable Income,Self-Employment Income,6000,123000
$100k-$120k,Income Bands,Household,Without children,Taxable Income,Self-Employment Income,9000,101000
$120k-$140k,Income Bands,Household,Without children,Taxable Income,Self-Employment Income,8000,87000
$140k-$160k,Income Bands,Household,Without children,Taxable Income,Self-Employment Income,14000,79000
$160k-$180k,Income Bands,Household,Without children,Taxable Income,Self-Employment Income,13000,74000
$180k-$200k,Income Bands,Household,Without children,Taxable Income,Self-Employment Income,15000,59000
$200k-$220k,Income Bands,Household,Without children,Taxable Income,Self-Employment Income,17000,52000
$220k-$240k,Income Bands,Household,Without children,Taxable Income,Self-Employment Income,21000,43000
$240k-$260k,Income Bands,Household,Without children,Taxable Income,Self-Employment Income,23000,35000
$260k-$280k,Income Bands,Household,Without children,Taxable Income,Self-Employment Income,27000,28000
$280k-$300k,Income Bands,Household,Without children,Taxable Income,Self-Employment Income,26000,24000
Above $300k,Income Bands,Household,Without children,Taxable Income,Self-Employment Income,72000,86000
Below $0,Income Bands,Household,Without children,Taxable Income,WFF,0,10000
$0-$20k,Income Bands,Household,Without children,Taxable Income,WFF,0,26000
$20k-$40k,Income Bands,Household,Without children,Taxable Income,WFF,0,247000
$40k-$60k,Income Bands,Household,Without children,Taxable Income,WFF,0,204000
$60k-$80k,Income Bands,Household,Without children,Taxable Income,WFF,0,142000
$80k-$100k,Income Bands,Household,Without children,Taxable Income,WFF,0,123000
$100k-$120k,Income Bands,Household,Without children,Taxable Income,WFF,0,101000
$120k-$140k,Income Bands,Household,Without children,Taxable Income,WFF,0,87000
$140k-$160k,Income Bands,Household,Without children,Taxable Income,WFF,0,79000
$160k-$180k,Income Bands,Household,Without children,Taxable Income,WFF,0,74000
$180k-$200k,Income Bands,Household,Without children,Taxable Income,WFF,0,59000
$200k-$220k,Income Bands,Household,Without children,Taxable Income,WFF,0,52000
$220k-$240k,Income Bands,Household,Without children,Taxable Income,WFF,0,43000
$240k-$260k,Income Bands,Household,Without children,Taxable Income,WFF,0,35000
$260k-$280k,Income Bands,Household,Without children,Taxable Income,WFF,0,28000
$280k-$300k,Income Bands,Household,Without children,Taxable Income,WFF,0,24000
Above $300k,Income Bands,Household,Without children,Taxable Income,WFF,0,86000
Below $0,Income Bands,Household,Without children,Taxable Income,FTC,0,10000
$0-$20k,Income Bands,Household,Without children,Taxable Income,FTC,0,26000
$20k-$40k,Income Bands,Household,Without children,Taxable Income,FTC,0,247000
$40k-$60k,Income Bands,Household,Without children,Taxable Income,FTC,0,204000
$60k-$80k,Income Bands,Household,Without children,Taxable Income,FTC,0,142000
$80k-$100k,Income Bands,Household,Without children,Taxable Income,FTC,0,123000
$100k-$120k,Income Bands,Household,Without children,Taxable Income,FTC,0,101000
$120k-$140k,Income Bands,Household,Without children,Taxable Income,FTC,0,87000
$140k-$160k,Income Bands,Household,Without children,Taxable Income,FTC,0,79000
$160k-$180k,Income Bands,Household,Without children,Taxable Income,FTC,0,74000
$180k-$200k,Income Bands,Household,Without children,Taxable Income,FTC,0,59000
$200k-$220k,Income Bands,Household,Without children,Taxable Income,FTC,0,52000
$220k-$240k,Income Bands,Household,Without children,Taxable Income,FTC,0,43000
$240k-$260k,Income Bands,Household,Without children,Taxable Income,FTC,0,35000
$260k-$280k,Income Bands,Household,Without children,Taxable Income,FTC,0,28000
$280k-$300k,Income Bands,Household,Without children,Taxable Income,FTC,0,24000
Above $300k,Income Bands,Household,Without children,Taxable Income,FTC,0,86000
Below $0,Income Bands,Household,Without children,Taxable Income,MFTC,0,10000
$0-$20k,Income Bands,Household,Without children,Taxable Income,MFTC,0,26000
$20k-$40k,Income Bands,Household,Without children,Taxable Income,MFTC,0,247000
$40k-$60k,Income Bands,Household,Without children,Taxable Income,MFTC,0,204000
$60k-$80k,Income Bands,Household,Without children,Taxable Income,MFTC,0,142000
$80k-$100k,Income Bands,Household,Without children,Taxable Income,MFTC,0,123000
$100k-$120k,Income Bands,Household,Without children,Taxable Income,MFTC,0,101000
$120k-$140k,Income Bands,Household,Without children,Taxable Income,MFTC,0,87000
$140k-$160k,Income Bands,Household,Without children,Taxable Income,MFTC,0,79000
$160k-$180k,Income Bands,Household,Without children,Taxable Income,MFTC,0,74000
$180k-$200k,Income Bands,Household,Without children,Taxable Income,MFTC,0,59000
$200k-$220k,Income Bands,Household,Without children,Taxable Income,MFTC,0,52000
$220k-$240k,Income Bands,Household,Without children,Taxable Income,MFTC,0,43000
$240k-$260k,Income Bands,Household,Without children,Taxable Income,MFTC,0,35000
$260k-$280k,Income Bands,Household,Without children,Taxable Income,MFTC,0,28000
$280k-$300k,Income Bands,Household,Without children,Taxable Income,MFTC,0,24000
Above $300k,Income Bands,Household,Without children,Taxable Income,MFTC,0,86000
Below $0,Income Bands,Household,Without children,Taxable Income,IWTC,0,10000
$0-$20k,Income Bands,Household,Without children,Taxable Income,IWTC,0,26000
$20k-$40k,Income Bands,Household,Without children,Taxable Income,IWTC,0,247000
$40k-$60k,Income Bands,Household,Without children,Taxable Income,IWTC,0,204000
$60k-$80k,Income Bands,Household,Without children,Taxable Income,IWTC,0,142000
$80k-$100k,Income Bands,Household,Without children,Taxable Income,IWTC,0,123000
$100k-$120k,Income Bands,Household,Without children,Taxable Income,IWTC,0,101000
$120k-$140k,Income Bands,Household,Without children,Taxable Income,IWTC,0,87000
$140k-$160k,Income Bands,Household,Without children,Taxable Income,IWTC,0,79000
$160k-$180k,Income Bands,Household,Without children,Taxable Income,IWTC,0,74000
$180k-$200k,Income Bands,Household,Without children,Taxable Income,IWTC,0,59000
$200k-$220k,Income Bands,Household,Without children,Taxable Income,IWTC,0,52000
$220k-$240k,Income Bands,Household,Without children,Taxable Income,IWTC,0,43000
$240k-$260k,Income Bands,Household,Without children,Taxable Income,IWTC,0,35000
$260k-$280k,Income Bands,Household,Without children,Taxable Income,IWTC,0,28000
$280k-$300k,Income Bands,Household,Without children,Taxable Income,IWTC,0,24000
Above $300k,Income Bands,Household,Without children,Taxable Income,IWTC,0,86000
Below $0,Income Bands,Household,Without children,Taxable Income,BestStart,0,10000
$0-$20k,Income Bands,Household,Without children,Taxable Income,BestStart,0,26000
$20k-$40k,Income Bands,Household,Without children,Taxable Income,BestStart,0,247000
$40k-$60k,Income Bands,Household,Without children,Taxable Income,BestStart,0,204000
$60k-$80k,Income Bands,Household,Without children,Taxable Income,BestStart,0,142000
$80k-$100k,Income Bands,Household,Without children,Taxable Income,BestStart,0,123000
$100k-$120k,Income Bands,Household,Without children,Taxable Income,BestStart,0,101000
$120k-$140k,Income Bands,Household,Without children,Taxable Income,BestStart,0,87000
$140k-$160k,Income Bands,Household,Without children,Taxable Income,BestStart,0,79000
$160k-$180k,Income Bands,Household,Without children,Taxable Income,BestStart,0,74000
$180k-$200k,Income Bands,Household,Without children,Taxable Income,BestStart,0,59000
$200k-$220k,Income Bands,Household,Without children,Taxable Income,BestStart,0,52000
$220k-$240k,Income Bands,Household,Without children,Taxable Income,BestStart,0,43000
$240k-$260k,Income Bands,Household,Without children,Taxable Income,BestStart,0,35000
$260k-$280k,Income Bands,Household,Without children,Taxable Income,BestStart,0,28000
$280k-$300k,Income Bands,Household,Without children,Taxable Income,BestStart,0,24000
Above $300k,Income Bands,Household,Without children,Taxable Income,BestStart,0,86000
Below $0,Income Bands,Household,Without children,Taxable Income,FamilyBoost,0,10000
$0-$20k,Income Bands,Household,Without children,Taxable Income,FamilyBoost,0,26000
$20k-$40k,Income Bands,Household,Without children,Taxable Income,FamilyBoost,0,247000
$40k-$60k,Income Bands,Household,Without children,Taxable Income,FamilyBoost,0,204000
$60k-$80k,Income Bands,Household,Without children,Taxable Income,FamilyBoost,0,142000
$80k-$100k,Income Bands,Household,Without children,Taxable Income,FamilyBoost,0,123000
$100k-$120k,Income Bands,Household,Without children,Taxable Income,FamilyBoost,0,101000
$120k-$140k,Income Bands,Household,Without children,Taxable Income,FamilyBoost,0,87000
$140k-$160k,Income Bands,Household,Without children,Taxable Income,FamilyBoost,0,79000
$160k-$180k,Income Bands,Household,Without children,Taxable Income,FamilyBoost,0,74000
$180k-$200k,Income Bands,Household,Without children,Taxable Income,FamilyBoost,0,59000
$200k-$220k,Income Bands,Household,Without children,Taxable Income,FamilyBoost,0,52000
$220k-$240k,Income Bands,Household,Without children,Taxable Income,FamilyBoost,0,43000
$240k-$260k,Income Bands,Household,Without children,Taxable Income,FamilyBoost,0,35000
$260k-$280k,Income Bands,Household,Without children,Taxable Income,FamilyBoost,0,28000
$280k-$300k,Income Bands,Household,Without children,Taxable Income,FamilyBoost,0,24000
Above $300k,Income Bands,Household,Without children,Taxable Income,FamilyBoost,0,86000
Below $0,Income Bands,Household,Without children,Taxable Income,NZ Super,1000,10000
$0-$20k,Income Bands,Household,Without children,Taxable Income,NZ Super,2000,26000
$20k-$40k,Income Bands,Household,Without children,Taxable Income,NZ Super,18000,247000
$40k-$60k,Income Bands,Household,Without children,Taxable Income,NZ Super,26000,204000
$60k-$80k,Income Bands,Household,Without children,Taxable Income,NZ Super,19000,142000
$80k-$100k,Income Bands,Household,Without children,Taxable Income,NZ Super,13000,123000
$100k-$120k,Income Bands,Household,Without children,Taxable Income,NZ Super,12000,101000
$120k-$140k,Income Bands,Household,Without children,Taxable Income,NZ Super,10000,87000
$140k-$160k,Income Bands,Household,Without children,Taxable Income,NZ Super,8000,79000
$160k-$180k,Income Bands,Household,Without children,Taxable Income,NZ Super,9000,74000
$180k-$200k,Income Bands,Household,Without children,Taxable Income,NZ Super,7000,59000
$200k-$220k,Income Bands,Household,Without children,Taxable Income,NZ Super,6000,52000
$220k-$240k,Income Bands,Household,Without children,Taxable Income,NZ Super,6000,43000
$240k-$260k,Income Bands,Household,Without children,Taxable Income,NZ Super,6000,35000
$260k-$280k,Income Bands,Household,Without children,Taxable Income,NZ Super,7000,28000
$280k-$300k,Income Bands,Household,Without children,Taxable Income,NZ Super,8000,24000
Above $300k,Income Bands,Household,Without children,Taxable Income,NZ Super,7000,86000
Below $0,Income Bands,Household,Without children,Taxable Income,Accommodation Supplement,0,10000
$0-$20k,Income Bands,Household,Without children,Taxable Income,Accommodation Supplement,1000,26000
$20k-$40k,Income Bands,Household,Without children,Taxable Income,Accommodation Supplement,1000,247000
$40k-$60k,Income Bands,Household,Without children,Taxable Income,Accommodation Supplement,1000,204000
$60k-$80k,Income Bands,Household,Without children,Taxable Income,Accommodation Supplement,1000,142000
$80k-$100k,Income Bands,Household,Without children,Taxable Income,Accommodation Supplement,1000,123000
$100k-$120k,Income Bands,Household,Without children,Taxable Income,Accommodation Supplement,1000,101000
$120k-$140k,Income Bands,Household,Without children,Taxable Income,Accommodation Supplement,1000,87000
$140k-$160k,Income Bands,Household,Without children,Taxable Income,Accommodation Supplement,1000,79000
$160k-$180k,Income Bands,Household,Without children,Taxable Income,Accommodation Supplement,1000,74000
$180k-$200k,Income Bands,Household,Without children,Taxable Income,Accommodation Supplement,0,59000
$200k-$220k,Income Bands,Household,Without children,Taxable Income,Accommodation Supplement,1000,52000
$220k-$240k,Income Bands,Household,Without children,Taxable Income,Accommodation Supplement,0,43000
$240k-$260k,Income Bands,Household,Without children,Taxable Income,Accommodation Supplement,0,35000
$260k-$280k,Income Bands,Household,Without children,Taxable Income,Accommodation Supplement,1000,28000
$280k-$300k,Income Bands,Household,Without children,Taxable Income,Accommodation Supplement,0,24000
Above $300k,Income Bands,Household,Without children,Taxable Income,Accommodation Supplement,0,86000
Below $0,Income Bands,Household,Without children,Taxable Income,WEP,0,10000
$0-$20k,Income Bands,Household,Without children,Taxable Income,WEP,0,26000
$20k-$40k,Income Bands,Household,Without children,Taxable Income,WEP,0,247000
$40k-$60k,Income Bands,Household,Without children,Taxable Income,WEP,1000,204000
$60k-$80k,Income Bands,Household,Without children,Taxable Income,WEP,0,142000
$80k-$100k,Income Bands,Household,Without children,Taxable Income,WEP,0,123000
$100k-$120k,Income Bands,Household,Without children,Taxable Income,WEP,0,101000
$120k-$140k,Income Bands,Household,Without children,Taxable Income,WEP,0,87000
$140k-$160k,Income Bands,Household,Without children,Taxable Income,WEP,0,79000
$160k-$180k,Income Bands,Household,Without children,Taxable Income,WEP,0,74000
$180k-$200k,Income Bands,Household,Without children,Taxable Income,WEP,0,59000
$200k-$220k,Income Bands,Household,Without children,Taxable Income,WEP,0,52000
$220k-$240k,Income Bands,Household,Without children,Taxable Income,WEP,0,43000
$240k-$260k,Income Bands,Household,Without children,Taxable Income,WEP,0,35000
$260k-$280k,Income Bands,Household,Without children,Taxable Income,WEP,0,28000
$280k-$300k,Income Bands,Household,Without children,Taxable Income,WEP,0,24000
Above $300k,Income Bands,Household,Without children,Taxable Income,WEP,0,86000
Below $0,Income Bands,Household,Without children,Taxable Income,Housing Costs,18000,10000
$0-$20k,Income Bands,Household,Without children,Taxable Income,Housing Costs,16000,26000
$20k-$40k,Income Bands,Household,Without children,Taxable Income,Housing Costs,10000,247000
$40k-$60k,Income Bands,Household,Without children,Taxable Income,Housing Costs,11000,204000
$60k-$80k,Income Bands,Household,Without children,Taxable Income,Housing Costs,14000,142000
$80k-$100k,Income Bands,Household,Without children,Taxable Income,Housing Costs,18000,123000
$100k-$120k,Income Bands,Household,Without children,Taxable Income,Housing Costs,21000,101000
$120k-$140k,Income Bands,Household,Without children,Taxable Income,Housing Costs,23000,87000
$140k-$160k,Income Bands,Household,Without children,Taxable Income,Housing Costs,24000,79000
$160k-$180k,Income Bands,Household,Without children,Taxable Income,Housing Costs,26000,74000
$180k-$200k,Income Bands,Household,Without children,Taxable Income,Housing Costs,28000,59000
$200k-$220k,Income Bands,Household,Without children,Taxable Income,Housing Costs,29000,52000
$220k-$240k,Income Bands,Household,Without children,Taxable Income,Housing Costs,33000,43000
$240k-$260k,Income Bands,Household,Without children,Taxable Income,Housing Costs,31000,35000
$260k-$280k,Income Bands,Household,Without children,Taxable Income,Housing Costs,33000,28000
$280k-$300k,Income Bands,Household,Without children,Taxable Income,Housing Costs,35000,24000
Above $300k,Income Bands,Household,Without children,Taxable Income,Housing Costs,37000,86000
$0-$20k,Income Bands,Household,Core Benefit recipients,Taxable Income,Taxable Income,14000,5000
$100k-$120k,Income Bands,Household,Core Benefit recipients,Taxable Income,Taxable Income,109000,22000
$120k-$140k,Income Bands,Household,Core Benefit recipients,Taxable Income,Taxable Income,130000,21000
$140k-$160k,Income Bands,Household,Core Benefit recipients,Taxable Income,Taxable Income,150000,15000
$160k-$180k,Income Bands,Household,Core Benefit recipients,Taxable Income,Taxable Income,169000,13000
$180k-$200k,Income Bands,Household,Core Benefit recipients,Taxable Income,Taxable Income,191000,13000
$200k-$220k,Income Bands,Household,Core Benefit recipients,Taxable Income,Taxable Income,210000,10000
$20k-$40k,Income Bands,Household,Core Benefit recipients,Taxable Income,Taxable Income,29000,125000
$220k-$240k,Income Bands,Household,Core Benefit recipients,Taxable Income,Taxable Income,228000,8000
$240k-$260k,Income Bands,Household,Core Benefit recipients,Taxable Income,Taxable Income,252000,5000
$260k-$280k,Income Bands,Household,Core Benefit recipients,Taxable Income,Taxable Income,271000,5000
$280k-$300k,Income Bands,Household,Core Benefit recipients,Taxable Income,Taxable Income,291000,4000
$40k-$60k,Income Bands,Household,Core Benefit recipients,Taxable Income,Taxable Income,49000,72000
$60k-$80k,Income Bands,Household,Core Benefit recipients,Taxable Income,Taxable Income,68000,40000
$80k-$100k,Income Bands,Household,Core Benefit recipients,Taxable Income,Taxable Income,90000,25000
Above $300k,Income Bands,Household,Core Benefit recipients,Taxable Income,Taxable Income,375000,13000
Below $0,Income Bands,Household,Core Benefit recipients,Taxable Income,Taxable Income,S,S
$0-$20k,Income Bands,Household,Core Benefit recipients,Taxable Income,Wage/Salary Income,1000,5000
$100k-$120k,Income Bands,Household,Core Benefit recipients,Taxable Income,Wage/Salary Income,70000,22000
$120k-$140k,Income Bands,Household,Core Benefit recipients,Taxable Income,Wage/Salary Income,91000,21000
$140k-$160k,Income Bands,Household,Core Benefit recipients,Taxable Income,Wage/Salary Income,108000,15000
$160k-$180k,Income Bands,Household,Core Benefit recipients,Taxable Income,Wage/Salary Income,128000,13000
$180k-$200k,Income Bands,Household,Core Benefit recipients,Taxable Income,Wage/Salary Income,146000,13000
$200k-$220k,Income Bands,Household,Core Benefit recipients,Taxable Income,Wage/Salary Income,158000,10000
$20k-$40k,Income Bands,Household,Core Benefit recipients,Taxable Income,Wage/Salary Income,3000,125000
$220k-$240k,Income Bands,Household,Core Benefit recipients,Taxable Income,Wage/Salary Income,179000,8000
$240k-$260k,Income Bands,Household,Core Benefit recipients,Taxable Income,Wage/Salary Income,201000,5000
$260k-$280k,Income Bands,Household,Core Benefit recipients,Taxable Income,Wage/Salary Income,204000,5000
$280k-$300k,Income Bands,Household,Core Benefit recipients,Taxable Income,Wage/Salary Income,251000,4000
$40k-$60k,Income Bands,Household,Core Benefit recipients,Taxable Income,Wage/Salary Income,12000,72000
$60k-$80k,Income Bands,Household,Core Benefit recipients,Taxable Income,Wage/Salary Income,31000,40000
$80k-$100k,Income Bands,Household,Core Benefit recipients,Taxable Income,Wage/Salary Income,52000,25000
Above $300k,Income Bands,Household,Core Benefit recipients,Taxable Income,Wage/Salary Income,286000,13000
Below $0,Income Bands,Household,Core Benefit recipients,Taxable Income,Wage/Salary Income,S,S
$0-$20k,Income Bands,Household,Core Benefit recipients,Taxable Income,Income Tax,2000,5000
