Income_Group,Income_Type,Population_Type,Description,Income_Measure,Value_Type,Value,Population
Above $300k,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,Wage/Salary Income,313000,5000
Below $0,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,Wage/Salary Income,S,S
$0-$20k,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,Income Tax,1000,6000
$100k-$120k,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,Income Tax,20000,23000
$120k-$140k,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,Income Tax,23000,12000
$140k-$160k,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,Income Tax,27000,8000
$160k-$180k,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,Income Tax,31000,4000
$180k-$200k,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,Income Tax,S,S
$200k-$220k,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,Income Tax,S,S
$20k-$40k,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,Income Tax,4000,16000
$220k-$240k,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,Income Tax,43000,4000
$240k-$260k,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,Income Tax,S,S
$260k-$280k,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,Income Tax,S,S
$280k-$300k,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,Income Tax,S,S
$40k-$60k,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,Income Tax,7000,28000
$60k-$80k,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,Income Tax,12000,32000
$80k-$100k,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,Income Tax,16000,31000
Above $300k,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,Income Tax,75000,5000
Below $0,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,Income Tax,S,S
$0-$20k,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,ACC Levy,0,6000
$100k-$120k,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,ACC Levy,2000,23000
$120k-$140k,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,ACC Levy,2000,12000
$140k-$160k,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,ACC Levy,2000,8000
$160k-$180k,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,ACC Levy,3000,4000
$180k-$200k,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,ACC Levy,S,S
$200k-$220k,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,ACC Levy,S,S
$20k-$40k,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,ACC Levy,0,16000
$220k-$240k,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,ACC Levy,3000,4000
$240k-$260k,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,ACC Levy,S,S
$260k-$280k,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,ACC Levy,S,S
$280k-$300k,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,ACC Levy,S,S
$40k-$60k,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,ACC Levy,1000,28000
$60k-$80k,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,ACC Levy,1000,32000
$80k-$100k,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,ACC Levy,1000,31000
Above $300k,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,ACC Levy,5000,5000
Below $0,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,ACC Levy,S,S
$0-$20k,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,Core Benefits,0,6000
$100k-$120k,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,Core Benefits,2000,23000
$120k-$140k,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,Core Benefits,9000,12000
$140k-$160k,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,Core Benefits,7000,8000
$160k-$180k,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,Core Benefits,6000,4000
$180k-$200k,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,Core Benefits,S,S
$200k-$220k,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,Core Benefits,S,S
$20k-$40k,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,Core Benefits,6000,16000
$220k-$240k,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,Core Benefits,8000,4000
$240k-$260k,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,Core Benefits,S,S
$260k-$280k,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,Core Benefits,S,S
$280k-$300k,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,Core Benefits,S,S
$40k-$60k,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,Core Benefits,5000,28000
$60k-$80k,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,Core Benefits,4000,32000
$80k-$100k,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,Core Benefits,2000,31000
Above $300k,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,Core Benefits,10000,5000
Below $0,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,Core Benefits,S,S
$0-$20k,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,Self-Employment Income,4000,6000
$100k-$120k,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,Self-Employment Income,9000,23000
$120k-$140k,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,Self-Employment Income,9000,12000
$140k-$160k,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,Self-Employment Income,17000,8000
$160k-$180k,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,Self-Employment Income,8000,4000
$180k-$200k,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,Self-Employment Income,S,S
$200k-$220k,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,Self-Employment Income,S,S
$20k-$40k,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,Self-Employment Income,2000,16000
$220k-$240k,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,Self-Employment Income,15000,4000
$240k-$260k,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,Self-Employment Income,S,S
$260k-$280k,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,Self-Employment Income,S,S
$280k-$300k,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,Self-Employment Income,S,S
$40k-$60k,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,Self-Employment Income,6000,28000
$60k-$80k,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,Self-Employment Income,5000,32000
$80k-$100k,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,Self-Employment Income,7000,31000
Above $300k,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,Self-Employment Income,7000,5000
Below $0,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,Self-Employment Income,S,S
$0-$20k,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,WFF,17000,6000
$100k-$120k,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,WFF,8000,23000
$120k-$140k,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,WFF,9000,12000
$140k-$160k,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,WFF,10000,8000
$160k-$180k,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,WFF,7000,4000
$180k-$200k,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,WFF,S,S
$200k-$220k,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,WFF,S,S
$20k-$40k,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,WFF,17000,16000
$220k-$240k,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,WFF,10000,4000
$240k-$260k,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,WFF,S,S
$260k-$280k,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,WFF,S,S
$280k-$300k,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,WFF,S,S
$40k-$60k,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,WFF,16000,28000
$60k-$80k,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,WFF,12000,32000
$80k-$100k,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,WFF,8000,31000
Above $300k,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,WFF,13000,5000
Below $0,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,WFF,S,S
$0-$20k,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,FTC,13000,6000
$100k-$120k,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,FTC,4000,23000
$120k-$140k,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,FTC,4000,12000
$140k-$160k,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,FTC,6000,8000
$160k-$180k,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,FTC,3000,4000
$180k-$200k,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,FTC,S,S
$200k-$220k,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,FTC,S,S
$20k-$40k,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,FTC,12000,16000
$220k-$240k,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,FTC,6000,4000
$240k-$260k,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,FTC,S,S
$260k-$280k,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,FTC,S,S
$280k-$300k,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,FTC,S,S
$40k-$60k,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,FTC,11000,28000
$60k-$80k,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,FTC,7000,32000
$80k-$100k,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,FTC,4000,31000
Above $300k,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,FTC,7000,5000
Below $0,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,FTC,S,S
$0-$20k,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,MFTC,0,6000
$100k-$120k,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,MFTC,0,23000
$120k-$140k,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,MFTC,0,12000
$140k-$160k,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,MFTC,0,8000
$160k-$180k,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,MFTC,0,4000
$180k-$200k,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,MFTC,S,S
$200k-$220k,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,MFTC,S,S
$20k-$40k,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,MFTC,1000,16000
$220k-$240k,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,MFTC,0,4000
$240k-$260k,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,MFTC,S,S
$260k-$280k,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,MFTC,S,S
$280k-$300k,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,MFTC,S,S
$40k-$60k,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,MFTC,0,28000
$60k-$80k,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,MFTC,0,32000
$80k-$100k,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,MFTC,0,31000
Above $300k,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,MFTC,0,5000
Below $0,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,MFTC,S,S
$0-$20k,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,IWTC,3000,6000
$100k-$120k,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,IWTC,4000,23000
$120k-$140k,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,IWTC,3000,12000
$140k-$160k,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,IWTC,4000,8000
$160k-$180k,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,IWTC,3000,4000
$180k-$200k,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,IWTC,S,S
$200k-$220k,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,IWTC,S,S
$20k-$40k,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,IWTC,3000,16000
$220k-$240k,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,IWTC,3000,4000
$240k-$260k,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,IWTC,S,S
$260k-$280k,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,IWTC,S,S
$280k-$300k,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,IWTC,S,S
$40k-$60k,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,IWTC,4000,28000
$60k-$80k,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,IWTC,4000,32000
$80k-$100k,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,IWTC,4000,31000
Above $300k,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,IWTC,4000,5000
Below $0,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,IWTC,S,S
$0-$20k,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,BestStart,1000,6000
$100k-$120k,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,BestStart,0,23000
$120k-$140k,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,BestStart,1000,12000
$140k-$160k,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,BestStart,1000,8000
$160k-$180k,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,BestStart,1000,4000
$180k-$200k,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,BestStart,S,S
$200k-$220k,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,BestStart,S,S
$20k-$40k,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,BestStart,1000,16000
$220k-$240k,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,BestStart,1000,4000
$240k-$260k,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,BestStart,S,S
$260k-$280k,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,BestStart,S,S
$280k-$300k,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,BestStart,S,S
$40k-$60k,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,BestStart,1000,28000
$60k-$80k,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,BestStart,1000,32000
$80k-$100k,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,BestStart,1000,31000
Above $300k,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,BestStart,2000,5000
Below $0,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,BestStart,S,S
$0-$20k,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,FamilyBoost,0,6000
$100k-$120k,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,FamilyBoost,0,23000
$120k-$140k,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,FamilyBoost,0,12000
$140k-$160k,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,FamilyBoost,0,8000
$160k-$180k,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,FamilyBoost,0,4000
$180k-$200k,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,FamilyBoost,S,S
$200k-$220k,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,FamilyBoost,S,S
$20k-$40k,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,FamilyBoost,0,16000
$220k-$240k,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,FamilyBoost,0,4000
$240k-$260k,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,FamilyBoost,S,S
$260k-$280k,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,FamilyBoost,S,S
$280k-$300k,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,FamilyBoost,S,S
$40k-$60k,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,FamilyBoost,0,28000
$60k-$80k,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,FamilyBoost,0,32000
$80k-$100k,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,FamilyBoost,0,31000
Above $300k,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,FamilyBoost,1000,5000
Below $0,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,FamilyBoost,S,S
$0-$20k,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,NZ Super,0,6000
$100k-$120k,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,NZ Super,2000,23000
$120k-$140k,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,NZ Super,2000,12000
$140k-$160k,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,NZ Super,4000,8000
$160k-$180k,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,NZ Super,3000,4000
$180k-$200k,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,NZ Super,S,S
$200k-$220k,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,NZ Super,S,S
$20k-$40k,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,NZ Super,0,16000
$220k-$240k,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,NZ Super,5000,4000
$240k-$260k,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,NZ Super,S,S
$260k-$280k,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,NZ Super,S,S
$280k-$300k,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,NZ Super,S,S
$40k-$60k,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,NZ Super,0,28000
$60k-$80k,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,NZ Super,1000,32000
$80k-$100k,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,NZ Super,1000,31000
Above $300k,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,NZ Super,12000,5000
Below $0,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,NZ Super,S,S
$0-$20k,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,Accommodation Supplement,2000,6000
$100k-$120k,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,Accommodation Supplement,1000,23000
$120k-$140k,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,Accommodation Supplement,3000,12000
$140k-$160k,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,Accommodation Supplement,2000,8000
$160k-$180k,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,Accommodation Supplement,2000,4000
$180k-$200k,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,Accommodation Supplement,S,S
$200k-$220k,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,Accommodation Supplement,S,S
$20k-$40k,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,Accommodation Supplement,4000,16000
$220k-$240k,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,Accommodation Supplement,1000,4000
$240k-$260k,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,Accommodation Supplement,S,S
$260k-$280k,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,Accommodation Supplement,S,S
$280k-$300k,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,Accommodation Supplement,S,S
$40k-$60k,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,Accommodation Supplement,4000,28000
$60k-$80k,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,Accommodation Supplement,3000,32000
$80k-$100k,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,Accommodation Supplement,2000,31000
Above $300k,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,Accommodation Supplement,3000,5000
Below $0,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,Accommodation Supplement,S,S
$0-$20k,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,WEP,0,6000
$100k-$120k,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,WEP,0,23000
$120k-$140k,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,WEP,0,12000
$140k-$160k,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,WEP,0,8000
$160k-$180k,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,WEP,0,4000
$180k-$200k,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,WEP,S,S
$200k-$220k,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,WEP,S,S
$20k-$40k,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,WEP,0,16000
$220k-$240k,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,WEP,0,4000
$240k-$260k,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,WEP,S,S
$260k-$280k,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,WEP,S,S
$280k-$300k,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,WEP,S,S
$40k-$60k,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,WEP,0,28000
$60k-$80k,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,WEP,0,32000
$80k-$100k,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,WEP,0,31000
Above $300k,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,WEP,1000,5000
Below $0,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,WEP,S,S
$0-$20k,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,Housing Costs,26000,6000
$100k-$120k,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,Housing Costs,27000,23000
$120k-$140k,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,Housing Costs,25000,12000
$140k-$160k,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,Housing Costs,25000,8000
$160k-$180k,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,Housing Costs,30000,4000
$180k-$200k,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,Housing Costs,S,S
$200k-$220k,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,Housing Costs,S,S
$20k-$40k,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,Housing Costs,29000,16000
$220k-$240k,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,Housing Costs,25000,4000
$240k-$260k,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,Housing Costs,S,S
$260k-$280k,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,Housing Costs,S,S
$280k-$300k,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,Housing Costs,S,S
$40k-$60k,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,Housing Costs,25000,28000
$60k-$80k,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,Housing Costs,28000,32000
$80k-$100k,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,Housing Costs,29000,31000
Above $300k,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,Housing Costs,36000,5000
Below $0,Income Bands,Household,In-Work Tax Credit recipients,Taxable Income,Housing Costs,S,S
Below $0,Income Bands,Household,BestStart recipients,Taxable Income,Taxable Income,S,S
$0-$20k,Income Bands,Household,BestStart recipients,Taxable Income,Taxable Income,S,S
$20k-$40k,Income Bands,Household,BestStart recipients,Taxable Income,Taxable Income,32000,22000
$40k-$60k,Income Bands,Household,BestStart recipients,Taxable Income,Taxable Income,50000,16000
$60k-$80k,Income Bands,Household,BestStart recipients,Taxable Income,Taxable Income,69000,13000
$80k-$100k,Income Bands,Household,BestStart recipients,Taxable Income,Taxable Income,90000,14000
$100k-$120k,Income Bands,Household,BestStart recipients,Taxable Income,Taxable Income,110000,10000
$120k-$140k,Income Bands,Household,BestStart recipients,Taxable Income,Taxable Income,129000,11000
$140k-$160k,Income Bands,Household,BestStart recipients,Taxable Income,Taxable Income,150000,8000
$160k-$180k,Income Bands,Household,BestStart recipients,Taxable Income,Taxable Income,171000,7000
$180k-$200k,Income Bands,Household,BestStart recipients,Taxable Income,Taxable Income,189000,7000
$200k-$220k,Income Bands,Household,BestStart recipients,Taxable Income,Taxable Income,209000,4000
$220k-$240k,Income Bands,Household,BestStart recipients,Taxable Income,Taxable Income,229000,5000
$240k-$260k,Income Bands,Household,BestStart recipients,Taxable Income,Taxable Income,S,S
$260k-$280k,Income Bands,Household,BestStart recipients,Taxable Income,Taxable Income,271000,3000
$280k-$300k,Income Bands,Household,BestStart recipients,Taxable Income,Taxable Income,S,S
Above $300k,Income Bands,Household,BestStart recipients,Taxable Income,Taxable Income,403000,10000
Below $0,Income Bands,Household,BestStart recipients,Taxable Income,Wage/Salary Income,S,S
$0-$20k,Income Bands,Household,BestStart recipients,Taxable Income,Wage/Salary Income,S,S
$20k-$40k,Income Bands,Household,BestStart recipients,Taxable Income,Wage/Salary Income,4000,22000
$40k-$60k,Income Bands,Household,BestStart recipients,Taxable Income,Wage/Salary Income,24000,16000
$60k-$80k,Income Bands,Household,BestStart recipients,Taxable Income,Wage/Salary Income,47000,13000
$80k-$100k,Income Bands,Household,BestStart recipients,Taxable Income,Wage/Salary Income,74000,14000
$100k-$120k,Income Bands,Household,BestStart recipients,Taxable Income,Wage/Salary Income,86000,10000
$120k-$140k,Income Bands,Household,BestStart recipients,Taxable Income,Wage/Salary Income,98000,11000
$140k-$160k,Income Bands,Household,BestStart recipients,Taxable Income,Wage/Salary Income,127000,8000
$160k-$180k,Income Bands,Household,BestStart recipients,Taxable Income,Wage/Salary Income,134000,7000
$180k-$200k,Income Bands,Household,BestStart recipients,Taxable Income,Wage/Salary Income,164000,7000
$200k-$220k,Income Bands,Household,BestStart recipients,Taxable Income,Wage/Salary Income,191000,4000
$220k-$240k,Income Bands,Household,BestStart recipients,Taxable Income,Wage/Salary Income,173000,5000
$240k-$260k,Income Bands,Household,BestStart recipients,Taxable Income,Wage/Salary Income,S,S
$260k-$280k,Income Bands,Household,BestStart recipients,Taxable Income,Wage/Salary Income,233000,3000
$280k-$300k,Income Bands,Household,BestStart recipients,Taxable Income,Wage/Salary Income,S,S
Above $300k,Income Bands,Household,BestStart recipients,Taxable Income,Wage/Salary Income,280000,10000
Below $0,Income Bands,Household,BestStart recipients,Taxable Income,Income Tax,S,S
$0-$20k,Income Bands,Household,BestStart recipients,Taxable Income,Income Tax,S,S
$20k-$40k,Income Bands,Household,BestStart recipients,Taxable Income,Income Tax,4000,22000
$40k-$60k,Income Bands,Household,BestStart recipients,Taxable Income,Income Tax,7000,16000
$60k-$80k,Income Bands,Household,BestStart recipients,Taxable Income,Income Tax,11000,13000
$80k-$100k,Income Bands,Household,BestStart recipients,Taxable Income,Income Tax,17000,14000
$100k-$120k,Income Bands,Household,BestStart recipients,Taxable Income,Income Tax,20000,10000
$120k-$140k,Income Bands,Household,BestStart recipients,Taxable Income,Income Tax,24000,11000
$140k-$160k,Income Bands,Household,BestStart recipients,Taxable Income,Income Tax,31000,8000
$160k-$180k,Income Bands,Household,BestStart recipients,Taxable Income,Income Tax,37000,7000
$180k-$200k,Income Bands,Household,BestStart recipients,Taxable Income,Income Tax,42000,7000
$200k-$220k,Income Bands,Household,BestStart recipients,Taxable Income,Income Tax,47000,4000
$220k-$240k,Income Bands,Household,BestStart recipients,Taxable Income,Income Tax,50000,5000
$240k-$260k,Income Bands,Household,BestStart recipients,Taxable Income,Income Tax,S,S
