Income_Group,Income_Type,Population_Type,Description,Income_Measure,Value_Type,Value,Population
$120k-$140k,Income Bands,Family,Core Benefit recipients,Taxable Income,Income Tax,S,S
$140k-$160k,Income Bands,Family,Core Benefit recipients,Taxable Income,Income Tax,S,S
$160k-$180k,Income Bands,Family,Core Benefit recipients,Taxable Income,Income Tax,S,S
$180k-$200k,Income Bands,Family,Core Benefit recipients,Taxable Income,Income Tax,S,S
$200k-$220k,Income Bands,Family,Core Benefit recipients,Taxable Income,Income Tax,S,S
$20k-$40k,Income Bands,Family,Core Benefit recipients,Taxable Income,Income Tax,4000,305000
$220k-$240k,Income Bands,Family,Core Benefit recipients,Taxable Income,Income Tax,S,S
$240k-$260k,Income Bands,Family,Core Benefit recipients,Taxable Income,Income Tax,S,S
$260k-$280k,Income Bands,Family,Core Benefit recipients,Taxable Income,Income Tax,S,S
$280k-$300k,Income Bands,Family,Core Benefit recipients,Taxable Income,Income Tax,S,S
$40k-$60k,Income Bands,Family,Core Benefit recipients,Taxable Income,Income Tax,7000,80000
$60k-$80k,Income Bands,Family,Core Benefit recipients,Taxable Income,Income Tax,11000,21000
$80k-$100k,Income Bands,Family,Core Benefit recipients,Taxable Income,Income Tax,17000,6000
Above $300k,Income Bands,Family,Core Benefit recipients,Taxable Income,Income Tax,S,S
Below $0,Income Bands,Family,Core Benefit recipients,Taxable Income,Income Tax,S,S
$0-$20k,Income Bands,Family,Core Benefit recipients,Taxable Income,ACC Levy,0,44000
$100k-$120k,Income Bands,Family,Core Benefit recipients,Taxable Income,ACC Levy,S,S
$120k-$140k,Income Bands,Family,Core Benefit recipients,Taxable Income,ACC Levy,S,S
$140k-$160k,Income Bands,Family,Core Benefit recipients,Taxable Income,ACC Levy,S,S
$160k-$180k,Income Bands,Family,Core Benefit recipients,Taxable Income,ACC Levy,S,S
$180k-$200k,Income Bands,Family,Core Benefit recipients,Taxable Income,ACC Levy,S,S
$200k-$220k,Income Bands,Family,Core Benefit recipients,Taxable Income,ACC Levy,S,S
$20k-$40k,Income Bands,Family,Core Benefit recipients,Taxable Income,ACC Levy,0,305000
$220k-$240k,Income Bands,Family,Core Benefit recipients,Taxable Income,ACC Levy,S,S
$240k-$260k,Income Bands,Family,Core Benefit recipients,Taxable Income,ACC Levy,S,S
$260k-$280k,Income Bands,Family,Core Benefit recipients,Taxable Income,ACC Levy,S,S
$280k-$300k,Income Bands,Family,Core Benefit recipients,Taxable Income,ACC Levy,S,S
$40k-$60k,Income Bands,Family,Core Benefit recipients,Taxable Income,ACC Levy,0,80000
$60k-$80k,Income Bands,Family,Core Benefit recipients,Taxable Income,ACC Levy,1000,21000
$80k-$100k,Income Bands,Family,Core Benefit recipients,Taxable Income,ACC Levy,1000,6000
Above $300k,Income Bands,Family,Core Benefit recipients,Taxable Income,ACC Levy,S,S
Below $0,Income Bands,Family,Core Benefit recipients,Taxable Income,ACC Levy,S,S
$0-$20k,Income Bands,Family,Core Benefit recipients,Taxable Income,Core Benefits,11000,44000
$100k-$120k,Income Bands,Family,Core Benefit recipients,Taxable Income,Core Benefits,S,S
$120k-$140k,Income Bands,Family,Core Benefit recipients,Taxable Income,Core Benefits,S,S
$140k-$160k,Income Bands,Family,Core Benefit recipients,Taxable Income,Core Benefits,S,S
$160k-$180k,Income Bands,Family,Core Benefit recipients,Taxable Income,Core Benefits,S,S
$180k-$200k,Income Bands,Family,Core Benefit recipients,Taxable Income,Core Benefits,S,S
$200k-$220k,Income Bands,Family,Core Benefit recipients,Taxable Income,Core Benefits,S,S
$20k-$40k,Income Bands,Family,Core Benefit recipients,Taxable Income,Core Benefits,20000,305000
$220k-$240k,Income Bands,Family,Core Benefit recipients,Taxable Income,Core Benefits,S,S
$240k-$260k,Income Bands,Family,Core Benefit recipients,Taxable Income,Core Benefits,S,S
$260k-$280k,Income Bands,Family,Core Benefit recipients,Taxable Income,Core Benefits,S,S
$280k-$300k,Income Bands,Family,Core Benefit recipients,Taxable Income,Core Benefits,S,S
$40k-$60k,Income Bands,Family,Core Benefit recipients,Taxable Income,Core Benefits,17000,80000
$60k-$80k,Income Bands,Family,Core Benefit recipients,Taxable Income,Core Benefits,8000,21000
$80k-$100k,Income Bands,Family,Core Benefit recipients,Taxable Income,Core Benefits,3000,6000
Above $300k,Income Bands,Family,Core Benefit recipients,Taxable Income,Core Benefits,S,S
Below $0,Income Bands,Family,Core Benefit recipients,Taxable Income,Core Benefits,S,S
$0-$20k,Income Bands,Family,Core Benefit recipients,Taxable Income,Self-Employment Income,0,44000
$100k-$120k,Income Bands,Family,Core Benefit recipients,Taxable Income,Self-Employment Income,S,S
$120k-$140k,Income Bands,Family,Core Benefit recipients,Taxable Income,Self-Employment Income,S,S
$140k-$160k,Income Bands,Family,Core Benefit recipients,Taxable Income,Self-Employment Income,S,S
$160k-$180k,Income Bands,Family,Core Benefit recipients,Taxable Income,Self-Employment Income,S,S
$180k-$200k,Income Bands,Family,Core Benefit recipients,Taxable Income,Self-Employment Income,S,S
$200k-$220k,Income Bands,Family,Core Benefit recipients,Taxable Income,Self-Employment Income,S,S
$20k-$40k,Income Bands,Family,Core Benefit recipients,Taxable Income,Self-Employment Income,0,305000
$220k-$240k,Income Bands,Family,Core Benefit recipients,Taxable Income,Self-Employment Income,S,S
$240k-$260k,Income Bands,Family,Core Benefit recipients,Taxable Income,Self-Employment Income,S,S
$260k-$280k,Income Bands,Family,Core Benefit recipients,Taxable Income,Self-Employment Income,S,S
$280k-$300k,Income Bands,Family,Core Benefit recipients,Taxable Income,Self-Employment Income,S,S
$40k-$60k,Income Bands,Family,Core Benefit recipients,Taxable Income,Self-Employment Income,2000,80000
$60k-$80k,Income Bands,Family,Core Benefit recipients,Taxable Income,Self-Employment Income,2000,21000
$80k-$100k,Income Bands,Family,Core Benefit recipients,Taxable Income,Self-Employment Income,1000,6000
Above $300k,Income Bands,Family,Core Benefit recipients,Taxable Income,Self-Employment Income,S,S
Below $0,Income Bands,Family,Core Benefit recipients,Taxable Income,Self-Employment Income,S,S
$0-$20k,Income Bands,Family,Core Benefit recipients,Taxable Income,WFF,1000,44000
$100k-$120k,Income Bands,Family,Core Benefit recipients,Taxable Income,WFF,S,S
$120k-$140k,Income Bands,Family,Core Benefit recipients,Taxable Income,WFF,S,S
$140k-$160k,Income Bands,Family,Core Benefit recipients,Taxable Income,WFF,S,S
$160k-$180k,Income Bands,Family,Core Benefit recipients,Taxable Income,WFF,S,S
$180k-$200k,Income Bands,Family,Core Benefit recipients,Taxable Income,WFF,S,S
$200k-$220k,Income Bands,Family,Core Benefit recipients,Taxable Income,WFF,S,S
$20k-$40k,Income Bands,Family,Core Benefit recipients,Taxable Income,WFF,4000,305000
$220k-$240k,Income Bands,Family,Core Benefit recipients,Taxable Income,WFF,S,S
$240k-$260k,Income Bands,Family,Core Benefit recipients,Taxable Income,WFF,S,S
$260k-$280k,Income Bands,Family,Core Benefit recipients,Taxable Income,WFF,S,S
$280k-$300k,Income Bands,Family,Core Benefit recipients,Taxable Income,WFF,S,S
$40k-$60k,Income Bands,Family,Core Benefit recipients,Taxable Income,WFF,7000,80000
$60k-$80k,Income Bands,Family,Core Benefit recipients,Taxable Income,WFF,7000,21000
$80k-$100k,Income Bands,Family,Core Benefit recipients,Taxable Income,WFF,2000,6000
Above $300k,Income Bands,Family,Core Benefit recipients,Taxable Income,WFF,S,S
Below $0,Income Bands,Family,Core Benefit recipients,Taxable Income,WFF,S,S
$0-$20k,Income Bands,Family,Core Benefit recipients,Taxable Income,FTC,1000,44000
$100k-$120k,Income Bands,Family,Core Benefit recipients,Taxable Income,FTC,S,S
$120k-$140k,Income Bands,Family,Core Benefit recipients,Taxable Income,FTC,S,S
$140k-$160k,Income Bands,Family,Core Benefit recipients,Taxable Income,FTC,S,S
$160k-$180k,Income Bands,Family,Core Benefit recipients,Taxable Income,FTC,S,S
$180k-$200k,Income Bands,Family,Core Benefit recipients,Taxable Income,FTC,S,S
$200k-$220k,Income Bands,Family,Core Benefit recipients,Taxable Income,FTC,S,S
$20k-$40k,Income Bands,Family,Core Benefit recipients,Taxable Income,FTC,3000,305000
$220k-$240k,Income Bands,Family,Core Benefit recipients,Taxable Income,FTC,S,S
$240k-$260k,Income Bands,Family,Core Benefit recipients,Taxable Income,FTC,S,S
$260k-$280k,Income Bands,Family,Core Benefit recipients,Taxable Income,FTC,S,S
$280k-$300k,Income Bands,Family,Core Benefit recipients,Taxable Income,FTC,S,S
$40k-$60k,Income Bands,Family,Core Benefit recipients,Taxable Income,FTC,6000,80000
$60k-$80k,Income Bands,Family,Core Benefit recipients,Taxable Income,FTC,5000,21000
$80k-$100k,Income Bands,Family,Core Benefit recipients,Taxable Income,FTC,1000,6000
Above $300k,Income Bands,Family,Core Benefit recipients,Taxable Income,FTC,S,S
Below $0,Income Bands,Family,Core Benefit recipients,Taxable Income,FTC,S,S
$0-$20k,Income Bands,Family,Core Benefit recipients,Taxable Income,MFTC,0,44000
$100k-$120k,Income Bands,Family,Core Benefit recipients,Taxable Income,MFTC,S,S
$120k-$140k,Income Bands,Family,Core Benefit recipients,Taxable Income,MFTC,S,S
$140k-$160k,Income Bands,Family,Core Benefit recipients,Taxable Income,MFTC,S,S
$160k-$180k,Income Bands,Family,Core Benefit recipients,Taxable Income,MFTC,S,S
$180k-$200k,Income Bands,Family,Core Benefit recipients,Taxable Income,MFTC,S,S
$200k-$220k,Income Bands,Family,Core Benefit recipients,Taxable Income,MFTC,S,S
$20k-$40k,Income Bands,Family,Core Benefit recipients,Taxable Income,MFTC,0,305000
$220k-$240k,Income Bands,Family,Core Benefit recipients,Taxable Income,MFTC,S,S
$240k-$260k,Income Bands,Family,Core Benefit recipients,Taxable Income,MFTC,S,S
$260k-$280k,Income Bands,Family,Core Benefit recipients,Taxable Income,MFTC,S,S
$280k-$300k,Income Bands,Family,Core Benefit recipients,Taxable Income,MFTC,S,S
$40k-$60k,Income Bands,Family,Core Benefit recipients,Taxable Income,MFTC,0,80000
$60k-$80k,Income Bands,Family,Core Benefit recipients,Taxable Income,MFTC,0,21000
$80k-$100k,Income Bands,Family,Core Benefit recipients,Taxable Income,MFTC,0,6000
Above $300k,Income Bands,Family,Core Benefit recipients,Taxable Income,MFTC,S,S
Below $0,Income Bands,Family,Core Benefit recipients,Taxable Income,MFTC,S,S
$0-$20k,Income Bands,Family,Core Benefit recipients,Taxable Income,IWTC,0,44000
$100k-$120k,Income Bands,Family,Core Benefit recipients,Taxable Income,IWTC,S,S
$120k-$140k,Income Bands,Family,Core Benefit recipients,Taxable Income,IWTC,S,S
$140k-$160k,Income Bands,Family,Core Benefit recipients,Taxable Income,IWTC,S,S
$160k-$180k,Income Bands,Family,Core Benefit recipients,Taxable Income,IWTC,S,S
$180k-$200k,Income Bands,Family,Core Benefit recipients,Taxable Income,IWTC,S,S
$200k-$220k,Income Bands,Family,Core Benefit recipients,Taxable Income,IWTC,S,S
$20k-$40k,Income Bands,Family,Core Benefit recipients,Taxable Income,IWTC,0,305000
$220k-$240k,Income Bands,Family,Core Benefit recipients,Taxable Income,IWTC,S,S
$240k-$260k,Income Bands,Family,Core Benefit recipients,Taxable Income,IWTC,S,S
$260k-$280k,Income Bands,Family,Core Benefit recipients,Taxable Income,IWTC,S,S
$280k-$300k,Income Bands,Family,Core Benefit recipients,Taxable Income,IWTC,S,S
$40k-$60k,Income Bands,Family,Core Benefit recipients,Taxable Income,IWTC,0,80000
$60k-$80k,Income Bands,Family,Core Benefit recipients,Taxable Income,IWTC,1000,21000
$80k-$100k,Income Bands,Family,Core Benefit recipients,Taxable Income,IWTC,1000,6000
Above $300k,Income Bands,Family,Core Benefit recipients,Taxable Income,IWTC,S,S
Below $0,Income Bands,Family,Core Benefit recipients,Taxable Income,IWTC,S,S
$0-$20k,Income Bands,Family,Core Benefit recipients,Taxable Income,BestStart,0,44000
$100k-$120k,Income Bands,Family,Core Benefit recipients,Taxable Income,BestStart,S,S
$120k-$140k,Income Bands,Family,Core Benefit recipients,Taxable Income,BestStart,S,S
$140k-$160k,Income Bands,Family,Core Benefit recipients,Taxable Income,BestStart,S,S
$160k-$180k,Income Bands,Family,Core Benefit recipients,Taxable Income,BestStart,S,S
$180k-$200k,Income Bands,Family,Core Benefit recipients,Taxable Income,BestStart,S,S
$200k-$220k,Income Bands,Family,Core Benefit recipients,Taxable Income,BestStart,S,S
$20k-$40k,Income Bands,Family,Core Benefit recipients,Taxable Income,BestStart,0,305000
$220k-$240k,Income Bands,Family,Core Benefit recipients,Taxable Income,BestStart,S,S
$240k-$260k,Income Bands,Family,Core Benefit recipients,Taxable Income,BestStart,S,S
$260k-$280k,Income Bands,Family,Core Benefit recipients,Taxable Income,BestStart,S,S
$280k-$300k,Income Bands,Family,Core Benefit recipients,Taxable Income,BestStart,S,S
$40k-$60k,Income Bands,Family,Core Benefit recipients,Taxable Income,BestStart,1000,80000
$60k-$80k,Income Bands,Family,Core Benefit recipients,Taxable Income,BestStart,1000,21000
$80k-$100k,Income Bands,Family,Core Benefit recipients,Taxable Income,BestStart,0,6000
Above $300k,Income Bands,Family,Core Benefit recipients,Taxable Income,BestStart,S,S
Below $0,Income Bands,Family,Core Benefit recipients,Taxable Income,BestStart,S,S
$0-$20k,Income Bands,Family,Core Benefit recipients,Taxable Income,FamilyBoost,0,44000
$100k-$120k,Income Bands,Family,Core Benefit recipients,Taxable Income,FamilyBoost,S,S
$120k-$140k,Income Bands,Family,Core Benefit recipients,Taxable Income,FamilyBoost,S,S
$140k-$160k,Income Bands,Family,Core Benefit recipients,Taxable Income,FamilyBoost,S,S
$160k-$180k,Income Bands,Family,Core Benefit recipients,Taxable Income,FamilyBoost,S,S
$180k-$200k,Income Bands,Family,Core Benefit recipients,Taxable Income,FamilyBoost,S,S
$200k-$220k,Income Bands,Family,Core Benefit recipients,Taxable Income,FamilyBoost,S,S
$20k-$40k,Income Bands,Family,Core Benefit recipients,Taxable Income,FamilyBoost,0,305000
$220k-$240k,Income Bands,Family,Core Benefit recipients,Taxable Income,FamilyBoost,S,S
$240k-$260k,Income Bands,Family,Core Benefit recipients,Taxable Income,FamilyBoost,S,S
$260k-$280k,Income Bands,Family,Core Benefit recipients,Taxable Income,FamilyBoost,S,S
$280k-$300k,Income Bands,Family,Core Benefit recipients,Taxable Income,FamilyBoost,S,S
$40k-$60k,Income Bands,Family,Core Benefit recipients,Taxable Income,FamilyBoost,0,80000
$60k-$80k,Income Bands,Family,Core Benefit recipients,Taxable Income,FamilyBoost,0,21000
$80k-$100k,Income Bands,Family,Core Benefit recipients,Taxable Income,FamilyBoost,0,6000
Above $300k,Income Bands,Family,Core Benefit recipients,Taxable Income,FamilyBoost,S,S
Below $0,Income Bands,Family,Core Benefit recipients,Taxable Income,FamilyBoost,S,S
$0-$20k,Income Bands,Family,Core Benefit recipients,Taxable Income,NZ Super,0,44000
$100k-$120k,Income Bands,Family,Core Benefit recipients,Taxable Income,NZ Super,S,S
$120k-$140k,Income Bands,Family,Core Benefit recipients,Taxable Income,NZ Super,S,S
$140k-$160k,Income Bands,Family,Core Benefit recipients,Taxable Income,NZ Super,S,S
$160k-$180k,Income Bands,Family,Core Benefit recipients,Taxable Income,NZ Super,S,S
$180k-$200k,Income Bands,Family,Core Benefit recipients,Taxable Income,NZ Super,S,S
$200k-$220k,Income Bands,Family,Core Benefit recipients,Taxable Income,NZ Super,S,S
$20k-$40k,Income Bands,Family,Core Benefit recipients,Taxable Income,NZ Super,0,305000
$220k-$240k,Income Bands,Family,Core Benefit recipients,Taxable Income,NZ Super,S,S
$240k-$260k,Income Bands,Family,Core Benefit recipients,Taxable Income,NZ Super,S,S
$260k-$280k,Income Bands,Family,Core Benefit recipients,Taxable Income,NZ Super,S,S
$280k-$300k,Income Bands,Family,Core Benefit recipients,Taxable Income,NZ Super,S,S
$40k-$60k,Income Bands,Family,Core Benefit recipients,Taxable Income,NZ Super,2000,80000
$60k-$80k,Income Bands,Family,Core Benefit recipients,Taxable Income,NZ Super,2000,21000
$80k-$100k,Income Bands,Family,Core Benefit recipients,Taxable Income,NZ Super,3000,6000
Above $300k,Income Bands,Family,Core Benefit recipients,Taxable Income,NZ Super,S,S
Below $0,Income Bands,Family,Core Benefit recipients,Taxable Income,NZ Super,S,S
$0-$20k,Income Bands,Family,Core Benefit recipients,Taxable Income,Accommodation Supplement,2000,44000
$100k-$120k,Income Bands,Family,Core Benefit recipients,Taxable Income,Accommodation Supplement,S,S
$120k-$140k,Income Bands,Family,Core Benefit recipients,Taxable Income,Accommodation Supplement,S,S
$140k-$160k,Income Bands,Family,Core Benefit recipients,Taxable Income,Accommodation Supplement,S,S
$160k-$180k,Income Bands,Family,Core Benefit recipients,Taxable Income,Accommodation Supplement,S,S
$180k-$200k,Income Bands,Family,Core Benefit recipients,Taxable Income,Accommodation Supplement,S,S
$200k-$220k,Income Bands,Family,Core Benefit recipients,Taxable Income,Accommodation Supplement,S,S
$20k-$40k,Income Bands,Family,Core Benefit recipients,Taxable Income,Accommodation Supplement,4000,305000
$220k-$240k,Income Bands,Family,Core Benefit recipients,Taxable Income,Accommodation Supplement,S,S
$240k-$260k,Income Bands,Family,Core Benefit recipients,Taxable Income,Accommodation Supplement,S,S
$260k-$280k,Income Bands,Family,Core Benefit recipients,Taxable Income,Accommodation Supplement,S,S
$280k-$300k,Income Bands,Family,Core Benefit recipients,Taxable Income,Accommodation Supplement,S,S
$40k-$60k,Income Bands,Family,Core Benefit recipients,Taxable Income,Accommodation Supplement,4000,80000
$60k-$80k,Income Bands,Family,Core Benefit recipients,Taxable Income,Accommodation Supplement,3000,21000
$80k-$100k,Income Bands,Family,Core Benefit recipients,Taxable Income,Accommodation Supplement,2000,6000
Above $300k,Income Bands,Family,Core Benefit recipients,Taxable Income,Accommodation Supplement,S,S
Below $0,Income Bands,Family,Core Benefit recipients,Taxable Income,Accommodation Supplement,S,S
$0-$20k,Income Bands,Family,Core Benefit recipients,Taxable Income,WEP,0,44000
$100k-$120k,Income Bands,Family,Core Benefit recipients,Taxable Income,WEP,S,S
$120k-$140k,Income Bands,Family,Core Benefit recipients,Taxable Income,WEP,S,S
$140k-$160k,Income Bands,Family,Core Benefit recipients,Taxable Income,WEP,S,S
$160k-$180k,Income Bands,Family,Core Benefit recipients,Taxable Income,WEP,S,S
$180k-$200k,Income Bands,Family,Core Benefit recipients,Taxable Income,WEP,S,S
$200k-$220k,Income Bands,Family,Core Benefit recipients,Taxable Income,WEP,S,S
$20k-$40k,Income Bands,Family,Core Benefit recipients,Taxable Income,WEP,0,305000
$220k-$240k,Income Bands,Family,Core Benefit recipients,Taxable Income,WEP,S,S
$240k-$260k,Income Bands,Family,Core Benefit recipients,Taxable Income,WEP,S,S
$260k-$280k,Income Bands,Family,Core Benefit recipients,Taxable Income,WEP,S,S
$280k-$300k,Income Bands,Family,Core Benefit recipients,Taxable Income,WEP,S,S
$40k-$60k,Income Bands,Family,Core Benefit recipients,Taxable Income,WEP,0,80000
$60k-$80k,Income Bands,Family,Core Benefit recipients,Taxable Income,WEP,0,21000
$80k-$100k,Income Bands,Family,Core Benefit recipients,Taxable Income,WEP,0,6000
Above $300k,Income Bands,Family,Core Benefit recipients,Taxable Income,WEP,S,S
Below $0,Income Bands,Family,Core Benefit recipients,Taxable Income,WEP,S,S
Below $0,Income Bands,Family,Core Benefit non-recipients,Taxable Income,Taxable Income,0,47000
$0-$20k,Income Bands,Family,Core Benefit non-recipients,Taxable Income,Taxable Income,10000,174000
$20k-$40k,Income Bands,Family,Core Benefit non-recipients,Taxable Income,Taxable Income,33000,360000
$40k-$60k,Income Bands,Family,Core Benefit non-recipients,Taxable Income,Taxable Income,51000,322000
$60k-$80k,Income Bands,Family,Core Benefit non-recipients,Taxable Income,Taxable Income,69000,309000
$80k-$100k,Income Bands,Family,Core Benefit non-recipients,Taxable Income,Taxable Income,89000,232000
$100k-$120k,Income Bands,Family,Core Benefit non-recipients,Taxable Income,Taxable Income,110000,181000
$120k-$140k,Income Bands,Family,Core Benefit non-recipients,Taxable Income,Taxable Income,130000,138000
$140k-$160k,Income Bands,Family,Core Benefit non-recipients,Taxable Income,Taxable Income,150000,128000
$160k-$180k,Income Bands,Family,Core Benefit non-recipients,Taxable Income,Taxable Income,170000,115000
$180k-$200k,Income Bands,Family,Core Benefit non-recipients,Taxable Income,Taxable Income,190000,92000
$200k-$220k,Income Bands,Family,Core Benefit non-recipients,Taxable Income,Taxable Income,209000,77000
$220k-$240k,Income Bands,Family,Core Benefit non-recipients,Taxable Income,Taxable Income,229000,58000
$240k-$260k,Income Bands,Family,Core Benefit non-recipients,Taxable Income,Taxable Income,250000,46000
$260k-$280k,Income Bands,Family,Core Benefit non-recipients,Taxable Income,Taxable Income,269000,37000
$280k-$300k,Income Bands,Family,Core Benefit non-recipients,Taxable Income,Taxable Income,290000,28000
Above $300k,Income Bands,Family,Core Benefit non-recipients,Taxable Income,Taxable Income,434000,117000
Below $0,Income Bands,Family,Core Benefit non-recipients,Taxable Income,Wage/Salary Income,0,47000
$0-$20k,Income Bands,Family,Core Benefit non-recipients,Taxable Income,Wage/Salary Income,8000,174000
$20k-$40k,Income Bands,Family,Core Benefit non-recipients,Taxable Income,Wage/Salary Income,9000,360000
$40k-$60k,Income Bands,Family,Core Benefit non-recipients,Taxable Income,Wage/Salary Income,23000,322000
$60k-$80k,Income Bands,Family,Core Benefit non-recipients,Taxable Income,Wage/Salary Income,51000,309000
$80k-$100k,Income Bands,Family,Core Benefit non-recipients,Taxable Income,Wage/Salary Income,70000,232000
$100k-$120k,Income Bands,Family,Core Benefit non-recipients,Taxable Income,Wage/Salary Income,88000,181000
$120k-$140k,Income Bands,Family,Core Benefit non-recipients,Taxable Income,Wage/Salary Income,108000,138000
$140k-$160k,Income Bands,Family,Core Benefit non-recipients,Taxable Income,Wage/Salary Income,123000,128000
$160k-$180k,Income Bands,Family,Core Benefit non-recipients,Taxable Income,Wage/Salary Income,144000,115000
$180k-$200k,Income Bands,Family,Core Benefit non-recipients,Taxable Income,Wage/Salary Income,158000,92000
$200k-$220k,Income Bands,Family,Core Benefit non-recipients,Taxable Income,Wage/Salary Income,174000,77000
$220k-$240k,Income Bands,Family,Core Benefit non-recipients,Taxable Income,Wage/Salary Income,188000,58000
$240k-$260k,Income Bands,Family,Core Benefit non-recipients,Taxable Income,Wage/Salary Income,211000,46000
$260k-$280k,Income Bands,Family,Core Benefit non-recipients,Taxable Income,Wage/Salary Income,198000,37000
$280k-$300k,Income Bands,Family,Core Benefit non-recipients,Taxable Income,Wage/Salary Income,229000,28000
Above $300k,Income Bands,Family,Core Benefit non-recipients,Taxable Income,Wage/Salary Income,293000,117000
Below $0,Income Bands,Family,Core Benefit non-recipients,Taxable Income,Income Tax,0,47000
$0-$20k,Income Bands,Family,Core Benefit non-recipients,Taxable Income,Income Tax,1000,174000
$20k-$40k,Income Bands,Family,Core Benefit non-recipients,Taxable Income,Income Tax,5000,360000
$40k-$60k,Income Bands,Family,Core Benefit non-recipients,Taxable Income,Income Tax,8000,322000
$60k-$80k,Income Bands,Family,Core Benefit non-recipients,Taxable Income,Income Tax,12000,309000
$80k-$100k,Income Bands,Family,Core Benefit non-recipients,Taxable Income,Income Tax,18000,232000
$100k-$120k,Income Bands,Family,Core Benefit non-recipients,Taxable Income,Income Tax,23000,181000
$120k-$140k,Income Bands,Family,Core Benefit non-recipients,Taxable Income,Income Tax,28000,138000
$140k-$160k,Income Bands,Family,Core Benefit non-recipients,Taxable Income,Income Tax,33000,128000
$160k-$180k,Income Bands,Family,Core Benefit non-recipients,Taxable Income,Income Tax,38000,115000
$180k-$200k,Income Bands,Family,Core Benefit non-recipients,Taxable Income,Income Tax,45000,92000
$200k-$220k,Income Bands,Family,Core Benefit non-recipients,Taxable Income,Income Tax,51000,77000
$220k-$240k,Income Bands,Family,Core Benefit non-recipients,Taxable Income,Income Tax,58000,58000
$240k-$260k,Income Bands,Family,Core Benefit non-recipients,Taxable Income,Income Tax,65000,46000
$260k-$280k,Income Bands,Family,Core Benefit non-recipients,Taxable Income,Income Tax,72000,37000
$280k-$300k,Income Bands,Family,Core Benefit non-recipients,Taxable Income,Income Tax,79000,28000
Above $300k,Income Bands,Family,Core Benefit non-recipients,Taxable Income,Income Tax,133000,117000
Below $0,Income Bands,Family,Core Benefit non-recipients,Taxable Income,ACC Levy,0,47000
$0-$20k,Income Bands,Family,Core Benefit non-recipients,Taxable Income,ACC Levy,0,174000
$20k-$40k,Income Bands,Family,Core Benefit non-recipients,Taxable Income,ACC Levy,0,360000
$40k-$60k,Income Bands,Family,Core Benefit non-recipients,Taxable Income,ACC Levy,0,322000
$60k-$80k,Income Bands,Family,Core Benefit non-recipients,Taxable Income,ACC Levy,1000,309000
$80k-$100k,Income Bands,Family,Core Benefit non-recipients,Taxable Income,ACC Levy,1000,232000
$100k-$120k,Income Bands,Family,Core Benefit non-recipients,Taxable Income,ACC Levy,2000,181000
$120k-$140k,Income Bands,Family,Core Benefit non-recipients,Taxable Income,ACC Levy,2000,138000
$140k-$160k,Income Bands,Family,Core Benefit non-recipients,Taxable Income,ACC Levy,3000,128000
$160k-$180k,Income Bands,Family,Core Benefit non-recipients,Taxable Income,ACC Levy,3000,115000
$180k-$200k,Income Bands,Family,Core Benefit non-recipients,Taxable Income,ACC Levy,3000,92000
$200k-$220k,Income Bands,Family,Core Benefit non-recipients,Taxable Income,ACC Levy,3000,77000
$220k-$240k,Income Bands,Family,Core Benefit non-recipients,Taxable Income,ACC Levy,4000,58000
$240k-$260k,Income Bands,Family,Core Benefit non-recipients,Taxable Income,ACC Levy,4000,46000
$260k-$280k,Income Bands,Family,Core Benefit non-recipients,Taxable Income,ACC Levy,4000,37000
$280k-$300k,Income Bands,Family,Core Benefit non-recipients,Taxable Income,ACC Levy,4000,28000
Above $300k,Income Bands,Family,Core Benefit non-recipients,Taxable Income,ACC Levy,5000,117000
Below $0,Income Bands,Family,Core Benefit non-recipients,Taxable Income,Core Benefits,0,47000
$0-$20k,Income Bands,Family,Core Benefit non-recipients,Taxable Income,Core Benefits,0,174000
$20k-$40k,Income Bands,Family,Core Benefit non-recipients,Taxable Income,Core Benefits,0,360000
$40k-$60k,Income Bands,Family,Core Benefit non-recipients,Taxable Income,Core Benefits,0,322000
$60k-$80k,Income Bands,Family,Core Benefit non-recipients,Taxable Income,Core Benefits,0,309000
$80k-$100k,Income Bands,Family,Core Benefit non-recipients,Taxable Income,Core Benefits,0,232000
$100k-$120k,Income Bands,Family,Core Benefit non-recipients,Taxable Income,Core Benefits,0,181000
$120k-$140k,Income Bands,Family,Core Benefit non-recipients,Taxable Income,Core Benefits,0,138000
$140k-$160k,Income Bands,Family,Core Benefit non-recipients,Taxable Income,Core Benefits,0,128000
$160k-$180k,Income Bands,Family,Core Benefit non-recipients,Taxable Income,Core Benefits,0,115000
$180k-$200k,Income Bands,Family,Core Benefit non-recipients,Taxable Income,Core Benefits,0,92000
$200k-$220k,Income Bands,Family,Core Benefit non-recipients,Taxable Income,Core Benefits,0,77000
$220k-$240k,Income Bands,Family,Core Benefit non-recipients,Taxable Income,Core Benefits,0,58000
$240k-$260k,Income Bands,Family,Core Benefit non-recipients,Taxable Income,Core Benefits,0,46000
$260k-$280k,Income Bands,Family,Core Benefit non-recipients,Taxable Income,Core Benefits,0,37000
$280k-$300k,Income Bands,Family,Core Benefit non-recipients,Taxable Income,Core Benefits,0,28000
Above $300k,Income Bands,Family,Core Benefit non-recipients,Taxable Income,Core Benefits,0,117000
Below $0,Income Bands,Family,Core Benefit non-recipients,Taxable Income,Self-Employment Income,-3000,47000
$0-$20k,Income Bands,Family,Core Benefit non-recipients,Taxable Income,Self-Employment Income,0,174000
